sex age height weight bmi
0 125 136.5 29.1 15.62
0 108 138.6 30.3 15.77
0 62 118.5 33.4 23.79
1 74 116.7 24.2 17.77
0 217 184.3 69.9 20.58
0 133 141.9 37.2 18.47
1 202 161.4 63.5 24.38
1 139 141.9 34.3 17.03
1 47 105.6 17.4 15.6
0 217 179.9 69.6 21.51
1 131 143.1 40.8 19.92
1 88 131.2 30.4 17.66
0 70 117.6 21.1 15.26
0 185 169.1 60.5 21.16
1 218 156.7 82.8 33.72
0 37 93.2 12.9 14.85
1 175 155.6 56.8 23.46
0 42 103 17.6 16.59
0 81 123.5 20.5 13.44
1 82 117.7 22.9 16.53
0 147 155.6 73.8 30.48
1 214 156.5 67.1 27.4
1 138 147.3 38.5 17.74
1 169 162 50.6 19.28
1 167 145.4 63.9 30.23
1 236 159.7 61.3 24.04
0 109 136.1 37.8 20.41
0 224 163.9 80.1 29.82
1 215 170.5 62.7 21.57
1 40 89.3 12.2 15.3
0 194 170.8 57.5 19.71
1 30 89.7 13.2 16.41
1 62 107.3 17.5 15.2
1 189 163.5 84.1 31.46
1 184 172.1 89.3 30.15
1 222 163 64.2 24.16
1 175 149.9 46.4 20.65
0 228 160.2 46 17.92
0 234 175.7 83.1 26.92
0 149 143.5 33.2 16.12
0 127 142.9 38.6 18.9
0 210 165.8 51.8 18.84
0 95 127.7 23.3 14.29
0 46 106.6 21 18.48
0 100 120.8 22.9 15.69
0 88 127.7 29.9 18.34
0 67 111.8 22.8 18.24
1 207 164.3 53 19.63
1 66 115.7 21.7 16.21
1 226 160.8 55.8 21.58
1 188 159.3 55.5 21.87
1 26 88.6 14.5 18.47
1 70 112.4 17.3 13.69
1 157 161.1 77.2 29.75
0 193 166.7 70.6 25.41
1 217 162.7 98.9 37.36
1 194 152.3 51.9 22.38
1 78 127.3 34.4 21.23
1 175 149.6 46.6 20.82
0 231 178.7 70.1 21.95
1 32 88.4 11.5 14.72
1 86 118.9 21.9 15.49
0 149 161.4 63.1 24.22
0 74 117.3 26.1 18.97
0 185 180 60.9 18.8
0 96 124.9 23.4 15
1 217 163.1 103.2 38.79
1 186 164.2 52.8 19.58
0 177 170.5 77.8 26.76
0 180 170.9 94.8 32.46
0 215 181.7 71.4 21.63
1 224 162.5 57.9 21.93
0 201 165.4 49.2 17.98
0 228 182.3 83.6 25.16
1 184 160.2 92.9 36.2
0 66 114.9 20 15.15
1 142 151.6 45.1 19.62
0 206 182.1 73.2 22.07
0 57 104.4 16.1 14.77
1 219 159.4 74.2 29.2
0 28 89.7 15.4 19.14
1 28 93.4 17.5 20.06
0 123 143 29.3 14.33
1 106 142.4 50.7 25
1 231 157.6 50.8 20.45
0 93 132.8 31 17.58
0 39 99.4 16.7 16.9
1 230 165.7 49.4 17.99
0 64 112.4 33.1 26.2
0 157 166.2 57.1 20.67
0 234 174.2 56.8 18.72
1 118 132.8 23.6 13.38
1 211 160.6 61.2 23.73
1 57 103.8 17.8 16.52
1 221 161.4 54.7 21
1 214 170.9 65.4 22.39
0 152 171.1 56 19.13
1 164 155.7 49.8 20.54
1 33 95.5 14 15.35
1 146 149.4 43.9 19.67
1 215 164.6 59 21.78
1 196 165 128 47.02
1 169 167.1 57.3 20.52
1 208 167 69.7 24.99
1 234 174 72.9 24.08
1 27 85.8 11.5 15.62
1 239 160.2 44.5 17.34
0 36 106.3 22.2 19.65
1 49 101.5 14.6 14.17
0 53 107 18.3 15.98
1 174 162.1 102.5 39.01
1 56 108.9 20.5 17.29
1 225 163.3 56.5 21.19
1 176 163.9 47.4 17.64
0 221 168.8 84 29.48
1 124 149.9 55.7 24.79
1 89 137.3 34 18.04
1 85 122.7 22.3 14.81
0 146 154.9 57.3 23.88
0 97 129.3 26.8 16.03
1 29 90 13.4 16.54
1 110 141.6 36.3 18.1
0 237 166.9 55.5 19.92
1 63 113.8 17.3 13.36
0 185 176.5 80.4 25.81
0 229 175.2 54.5 17.76
0 134 148.8 42.3 19.1
0 211 180.1 89.8 27.69
1 76 112.1 19.3 15.36
1 97 115.8 20.1 14.99
0 161 168 53.1 18.81
1 75 115.2 20.1 15.15
1 84 112.7 17.6 13.86
0 158 162.9 57.9 21.82
1 74 111.6 19.2 15.42
0 47 107.1 17.6 15.34
1 140 150.9 67.2 29.51
1 175 165.8 49.8 18.12
0 238 160.1 80 31.21
0 166 171.2 73.3 25.01
1 180 163.6 56.5 21.11
1 110 135.3 48.1 26.28
0 120 150.8 56.4 24.8
1 235 169.2 77.4 27.04
0 29 91.2 13.8 16.59
1 146 159.6 50.4 19.79
0 234 190.6 81.6 22.46
0 49 105.5 25.2 22.64
1 165 156.6 56.1 22.88
1 117 130.8 35.2 20.57
0 192 168.2 52.5 18.56
0 217 174.5 58.7 19.28
1 126 133 24.6 13.91
1 212 166.3 60.3 21.8
0 28 93.2 15.2 17.5
0 171 181.4 62 18.84
0 26 92.8 13.7 15.91
0 123 133.8 22.3 12.46
1 125 145.6 47.5 22.41
1 60 117 18.9 13.81
1 154 158.3 45 17.96
1 192 161.4 63.8 24.49
0 233 161.6 94 36
0 114 132.9 27.1 15.34
1 32 92.8 13.4 15.56
0 159 156.4 47.3 19.34
0 40 94.3 13.1 14.73
0 118 133.5 31.6 17.73
1 184 167.5 53.3 19
1 31 96.4 13.6 14.63
0 44 98.7 14.8 15.19
0 237 175.5 71.8 23.31
1 98 121.8 21.5 14.49
1 180 151.1 51.5 22.56
0 225 188.7 76.1 21.37
0 154 167.4 67.5 24.09
1 167 162.5 60.8 23.02
0 194 167.6 52.2 18.58
1 89 119.1 22.4 15.79
1 173 148.7 49.4 22.34
1 234 162.3 59.2 22.47
1 161 157.6 60.8 24.48
0 100 135.6 31.4 17.08
0 207 181.5 85.9 26.08
1 183 155.7 44.2 18.23
0 148 155.4 89.7 37.14
0 214 173.6 94.1 31.22
0 236 171.8 58.2 19.72
0 29 94.7 15.6 17.4
1 186 174.9 70.4 23.01
1 112 128.2 23 13.99
1 172 156 54.1 22.23
1 54 109.5 24.3 20.27
0 240 184.5 72.7 21.36
1 164 150.4 44.4 19.63
1 222 164.2 48.8 18.1
0 120 141.5 40.8 20.38
0 195 188.9 125.2 35.09
1 72 112.8 18.8 14.78
0 61 96.8 13.6 14.51
0 172 166.8 53.7 19.3
0 128 147.1 51.3 23.71
0 200 173.6 69.6 23.09
0 56 118.3 21.6 15.43
0 160 155.7 43.2 17.82
0 143 163.2 55.8 20.95
1 26 86.2 12.6 16.96
1 88 127 25.9 16.06
0 197 164.1 52.7 19.57
0 33 91.5 14.3 17.08
0 128 158.7 73.8 29.3
0 155 161.5 48.3 18.52
0 57 111.7 21 16.83
1 60 105.6 17.3 15.51
1 87 128.7 24.8 14.97
0 153 135.8 28.6 15.51
0 152 163.3 42.4 15.9
1 165 156 33.4 13.72
0 168 183.5 76.4 22.69
0 140 145.6 51.5 24.29
0 37 97.2 15.9 16.83
1 73 116.8 23.5 17.23
1 130 147.6 53.8 24.7
0 90 129.4 25.7 15.35
0 223 167.9 67.6 23.98
1 238 151.7 61.2 26.59
1 53 103.3 16.9 15.84
0 57 105.9 16.3 14.53
1 59 108.5 18 15.29
1 105 123 21.8 14.41
0 126 147.4 60.1 27.66
0 165 151.9 57 24.7
0 55 101.7 15.3 14.79
0 117 130.1 26 15.36
0 194 162 87.9 33.49
1 29 91.1 11.4 13.74
1 122 148.6 40.2 18.2
1 235 156.6 56.6 23.08
1 189 157.4 56.4 22.77
1 177 158.7 44.9 17.83
1 197 156.4 57.2 23.38
1 235 164.8 72.4 26.66
1 86 121.4 22.4 15.2
0 35 97.2 15.9 16.83
1 160 163.3 78.6 29.47
1 90 126.6 29.1 18.16
0 187 178.5 70.9 22.25
1 97 119.8 27.2 18.95
0 33 101.1 17.9 17.51
1 112 134.6 32.3 17.83
0 123 145.7 52.6 24.78
1 43 101 15.1 14.8
1 60 103.5 15.2 14.19
1 223 170.3 82.2 28.34
0 100 137 25.4 13.53
1 80 131.3 25.7 14.91
1 224 169.5 93.4 32.51
1 152 166.8 60.6 21.78
1 175 159.3 51.7 20.37
1 237 148.5 44.6 20.22
0 199 172.3 52.2 17.58
1 154 178.9 95 29.68
0 216 173.1 61.8 20.63
1 89 122.3 23.8 15.91
0 212 165.9 60.4 21.95
0 198 171.8 84.3 28.56
0 28 84.7 12.1 16.87
1 208 163.8 54.6 20.35
1 164 161.2 59.2 22.78
0 99 132.6 31.5 17.92
1 138 150.8 49.1 21.59
1 30 97.2 17.4 18.42
1 37 93.1 14.4 16.61
1 171 156.7 47.2 19.22
1 194 163.1 42.9 16.13
0 197 184.8 91.4 26.76
0 155 165.6 57.7 21.04
0 61 125.9 28 17.66
0 234 180.6 76.7 23.52
1 177 147.7 44.3 20.31
1 77 114.4 20 15.28
0 101 141.1 31.3 15.72
0 148 164.1 52.3 19.42
1 66 102.3 14.2 13.57
0 161 168.3 91 32.13
1 150 156.9 55.7 22.63
1 108 138.9 31.9 16.53
1 144 158.9 52.3 20.71
1 119 150.5 39.2 17.31
0 231 175.5 129.8 42.14
0 124 141 34 17.1
1 151 147.8 36 16.48
0 224 177.5 99.9 31.71
0 178 157.7 39.9 16.04
1 239 155.3 54.6 22.64
0 114 143.5 57.3 27.83
0 193 169.6 57.5 19.99
1 200 169.2 59.5 20.78
1 222 168.9 52.1 18.26
1 191 158 47.1 18.87
0 106 121.9 24.1 16.22
1 119 129 30.8 18.51
0 34 92.2 14.4 16.94
0 163 177.5 79.9 25.36
1 158 161.3 40.3 15.49
0 227 177.3 61.9 19.69
0 186 177.5 68.6 21.77
0 179 168.7 50.8 17.85
0 206 182.7 60.5 18.13
1 143 145 37.7 17.93
1 34 96.1 15.2 16.46
0 224 173 92.4 30.87
1 47 95.4 14.2 15.6
1 109 125.1 32.8 20.96
0 151 158.9 45.3 17.94
0 217 151.6 62.3 27.11
1 103 127.5 24.9 15.32
0 207 169.9 66.1 22.9
1 228 155.8 48.9 20.15
0 138 144 42.3 20.4
1 209 172.7 60.2 20.18
0 105 135.6 45.9 24.96
1 145 149.8 38.7 17.25
1 135 155.2 56 23.25
1 190 167.6 58.5 20.83
1 112 141 39.5 19.87
0 28 88.1 11.4 14.69
0 61 120.9 24.3 16.62
1 43 100.2 17.8 17.73
1 82 123.8 22.3 14.55
0 56 103.2 15.5 14.55
0 149 141.2 30.8 15.45
1 147 154.6 56.4 23.6
0 225 175 60.6 19.79
0 197 172.5 68.6 23.05
1 146 157.4 44.4 17.92
1 150 159.9 60.7 23.74
1 189 150.3 54.9 24.3
0 189 182.3 61.6 18.54
0 220 180.8 75.3 23.04
1 149 158.3 48.8 19.47
0 158 175.2 58.4 19.03
1 152 158.2 71.5 28.57
0 86 112.5 19.3 15.25
0 233 188.3 75.8 21.38
1 169 154.9 68.2 28.42
0 194 175 61.2 19.98
1 144 160.8 56.7 21.93
1 114 139.7 35 17.93
1 32 88.3 11.7 15.01
1 178 160.8 52.3 20.23
1 122 140.8 55.3 27.89
1 172 160.6 50.6 19.62
1 131 147.4 42 19.33
1 208 157.6 63.6 25.61
0 202 171.8 75.7 25.65
0 69 113.6 22.7 17.59
0 238 167.4 66.9 23.87
1 28 93.7 17.5 19.93
1 221 160.1 54.5 21.26
0 225 180.4 69.2 21.26
1 238 160.5 44.4 17.24
1 68 111.5 18 14.48
1 116 140.9 37.6 18.94
0 129 151.6 56 24.37
0 74 111.1 17.6 14.26
1 49 108.9 16.8 14.17
0 114 146.7 31.5 14.64
0 223 170.8 78.3 26.84
1 166 174.5 64.9 21.31
0 133 145.3 58.5 27.71
1 212 158.9 61.8 24.48
1 37 93.1 14.3 16.5
0 42 100.8 16.4 16.14
0 179 167.4 61.9 22.09
1 214 170.1 60.8 21.01
0 201 176.1 57.7 18.61
0 110 151.1 35.6 15.59
0 80 123.2 29.1 19.17
0 211 176.6 83.4 26.74
1 148 162.8 61.3 23.13
1 150 147.1 37.6 17.38
0 114 142.8 34.7 17.02
1 122 135.3 28.8 15.73
1 217 165.8 60 21.83
0 204 174.6 59.2 19.42
1 209 158 48.1 19.27
1 184 173.1 84.6 28.23
1 24 92.5 14.2 16.6
1 171 161.3 76.9 29.56
1 79 118.8 24.1 17.08
1 30 87.8 13.5 17.51
1 215 154.9 114.1 47.55
1 35 91.1 12.6 15.18
0 73 111.6 18.8 15.09
0 190 183.2 67.7 20.17
1 230 160.1 50.8 19.82
1 52 113.9 27.1 20.89
1 53 103.7 16.4 15.25
1 150 161.8 76.8 29.34
1 173 165.5 51.4 18.77
1 213 148.9 92.6 41.77
1 223 166.5 116.1 41.88
0 212 169.2 83.8 29.27
1 135 143.9 38 18.35
1 178 158.9 48.9 19.37
1 193 165.3 53.2 19.47
0 29 86.1 12.3 16.59
0 210 166.4 46.4 16.76
1 201 156.9 60.6 24.62
0 104 123.5 23.3 15.28
0 210 173.3 80.4 26.77
1 152 155.6 43.9 18.13
0 224 165.2 66 24.18
0 206 167.8 58 20.6
1 181 149.3 56.1 25.17
0 142 163.8 63.7 23.74
1 48 110.1 15.6 12.87
1 86 122.6 26.6 17.7
1 228 157.8 53.7 21.57
0 198 179.2 69.9 21.77
0 147 149.9 35.9 15.98
1 54 103 17.7 16.68
0 109 143.4 30.6 14.88
1 36 92.7 13.2 15.36
1 59 110 19.1 15.79
1 35 91.4 14.3 17.12
1 70 117.2 24.4 17.76
1 152 142.8 42.5 20.84
0 41 98.7 15.1 15.5
0 185 166.2 77.5 28.06
0 68 118.9 21.9 15.49
1 222 163.6 70.9 26.49
1 25 88.6 16.4 20.89
1 141 153.5 42.4 17.99
0 222 189.6 68.4 19.03
0 218 163.1 52.9 19.89
1 152 158.5 63 25.08
1 221 153.2 53.4 22.75
1 79 111.6 23.8 19.11
0 38 97.6 16 16.8
1 101 119 21.7 15.32
1 28 86.5 13.4 17.91
0 216 173.2 65.5 21.83
1 157 155.3 41.1 17.04
1 111 126.4 23.1 14.46
1 216 148.4 52.1 23.66
1 102 137.9 35.2 18.51
0 184 174.1 73.6 24.28
1 55 107.5 20 17.31
1 225 174.4 49.9 16.41
0 130 142.5 33.3 16.4
0 240 171.8 76.1 25.78
0 227 173.1 80.5 26.87
1 30 98 21.2 22.07
0 172 166.7 87 31.31
1 104 143.9 32.9 15.89
0 160 172.8 53.2 17.82
0 158 170.7 77.8 26.7
0 83 119.7 22.2 15.49
0 190 174.3 67.8 22.32
1 207 164 60.2 22.38
0 234 175.4 124.6 40.5
1 183 159.6 60.6 23.79
1 103 131.1 25.2 14.66
0 24 88.8 15 19.02
0 186 177.1 67.3 21.46
0 63 109.9 19.4 16.06
0 59 108.5 17.1 14.53
0 214 174.1 71.6 23.62
1 224 160 59.5 23.24
0 164 166.9 48.1 17.27
1 159 157.2 41.2 16.67
1 141 154.2 50 21.03
0 140 149.9 55.4 24.66
1 232 157.7 54.9 22.08
1 49 98.3 15.2 15.73
1 195 164.7 57 21.01
1 197 157.8 53.3 21.4
0 108 137.7 29.1 15.35
1 84 122.4 23.7 15.82
0 220 175.6 120.6 39.11
1 94 122.4 25.5 17.02
0 60 103.4 16.3 15.25
0 199 170 69.3 23.98
0 217 175.2 98.3 32.02
0 28 88.5 13.5 17.24
1 167 157 60.8 24.67
0 112 137.3 28.9 15.33
0 47 100.5 16.8 16.63
0 155 168.7 42.5 14.93
0 69 125.6 24.1 15.28
1 192 159.2 51.8 20.44
0 36 95.5 16.8 18.42
0 86 133.7 27 15.1
0 185 165.3 81.3 29.75
1 60 109.1 18.8 15.79
1 165 161.7 56 21.42
1 157 162.9 83.5 31.47
0 83 120.4 27 18.63
0 220 177.8 95.5 30.21
0 86 119.7 21.9 15.28
1 41 100.4 17.7 17.56
0 112 142.5 61.7 30.38
1 235 178.7 60.4 18.91
0 85 116.4 30.3 22.36
1 125 158.7 61.1 24.26
1 183 156.6 42.5 17.33
1 177 167.3 58.9 21.04
0 94 131 24.9 14.51
0 93 117.5 21.2 15.36
1 235 165.2 55.5 20.34
0 25 88 12.1 15.63
1 194 163.7 90.7 33.85
0 227 155.1 56.7 23.57
0 199 177.8 67.6 21.38
0 180 167.8 52.2 18.54
0 164 170.2 49.6 17.12
1 167 156.6 43.8 17.86
0 44 100 15.1 15.1
0 180 158.2 52.1 20.82
1 207 173.8 63.2 20.92
0 112 134.6 48.3 26.66
0 118 136.7 28.5 15.25
1 194 162.9 56.2 21.18
0 203 173.3 77.7 25.87
0 185 168.4 105.2 37.1
1 73 120.2 22 15.23
1 189 150.5 49.6 21.9
0 60 108.8 20.3 17.15
1 109 135.4 29.3 15.98
1 207 172.9 73.5 24.59
0 73 114.3 22.9 17.53
1 88 121.9 24.4 16.42
1 218 170 94.5 32.7
1 170 164.4 66.2 24.49
1 159 139.8 35.1 17.96
0 168 181.1 65.4 19.94
1 218 158.9 82.7 32.75
0 129 156.2 46.3 18.98
0 169 162.7 43 16.24
0 164 146.5 52.1 24.28
1 59 109.4 17 14.2
0 95 122.3 25.9 17.32
0 52 98.4 14.8 15.29
0 210 186.5 102.3 29.41
0 126 140.1 45.6 23.23
0 44 96.5 16.2 17.4
1 186 166.9 49.4 17.73
1 226 163.2 100 37.55
1 161 157.6 56.9 22.91
0 106 124.2 25.5 16.53
0 150 148 33.4 15.25
1 147 158.1 45.3 18.12
0 183 173.5 94.2 31.29
0 197 180.4 63.9 19.63
0 144 153.9 62.8 26.51
1 173 159.4 69.5 27.35
0 149 159 38.8 15.35
1 86 116.6 19.4 14.27
0 215 183.4 110.5 32.85
1 153 154.4 70.9 29.74
1 117 127.3 27 16.66
0 39 96.1 16.7 18.08
0 146 145.3 41.5 19.66
0 229 172.5 62.4 20.97
1 85 114.5 19.7 15.03
1 192 159.3 57.7 22.74
0 176 170 57.6 19.93
0 206 178.9 68.3 21.34
0 158 149 37.3 16.8
1 50 106.4 19.1 16.87
0 239 181.5 62.6 19
1 41 98.9 16.3 16.66
1 36 100.4 14.7 14.58
0 203 169.2 94.8 33.11
0 183 171.4 43.3 14.74
1 57 107.9 15.8 13.57
1 49 102.1 16.5 15.83
1 229 161.6 147.9 56.64
0 121 136.8 36.2 19.34
0 39 90.2 12.8 15.73
0 179 168.8 88.3 30.99
0 194 172.5 71.4 23.99
0 237 183.3 68.7 20.45
1 150 161.7 63.1 24.13
1 45 99.4 16.9 17.1
0 74 116.2 25.6 18.96
0 229 176.9 57.5 18.37
0 195 175.5 110.9 36.01
0 216 173 95.9 32.04
0 144 140.4 36.9 18.72
1 79 117 31.8 23.23
1 124 156.1 74.7 30.66
1 150 152.2 71.5 30.87
1 118 138.9 44.2 22.91
1 196 156.7 71.1 28.96
0 145 175.2 94.1 30.66
1 229 170.5 61.8 21.26
0 216 172.6 70.7 23.73
0 187 180 58.3 17.99
0 130 160.2 81.9 31.91
0 156 155.6 72 29.74
0 180 179.2 97.8 30.46
0 34 88.2 13.9 17.87
1 97 126.5 29.4 18.37
0 210 188.9 69.4 19.45
0 176 176 98.5 31.8
1 55 97.9 15.1 15.75
1 137 160.5 54.8 21.27
1 152 154.1 50.8 21.39
1 164 152.7 45.5 19.51
1 72 109 20.3 17.09
0 192 180.8 69.1 21.14
1 119 140.8 40 20.18
0 28 85.2 13.7 18.87
1 59 105.9 18.2 16.23
1 83 110.4 16.5 13.54
0 56 105.4 17.2 15.48
0 34 95.4 14.2 15.6
1 187 166.3 58.1 21.01
0 198 184.7 94.9 27.82
1 204 177.9 66.8 21.11
1 193 159.9 55 21.51
1 148 155.3 49.6 20.57
1 94 122.2 26.3 17.61
0 29 99.1 17.3 17.62
0 173 181 59.9 18.28
0 55 114.3 21.8 16.69
0 210 173.9 88.8 29.36
1 86 126.2 28.3 17.77
1 178 169.8 110 38.15
1 114 146.3 42.7 19.95
0 31 94.3 14.2 15.97
0 72 117.2 18.4 13.4
0 223 174.3 74.6 24.56
0 32 87.3 12.4 16.27
1 211 161.6 76.8 29.41
1 194 169.2 83.5 29.17
0 44 98 14.1 14.68
1 222 150.2 47.1 20.88
1 195 151.9 75.5 32.72
0 223 170.3 69.3 23.89
0 190 182.4 62.1 18.67
0 239 174.6 79.1 25.95
1 36 98.2 14.4 14.93
0 183 173 64.1 21.42
1 202 165.4 61.4 22.44
0 99 124.7 24.1 15.5
0 27 95.1 15.2 16.81
0 156 153.3 44.2 18.81
0 149 166.4 41.5 14.99
0 126 142.4 40.2 19.82
0 40 99.1 19 19.35
1 125 128.7 22.7 13.7
0 208 180.5 80.3 24.65
1 51 107.5 17.6 15.23
0 178 165.9 48.7 17.69
0 240 174.1 64 21.11
1 30 90.9 13.2 15.98
0 140 151.4 38.8 16.93
0 106 138.8 37.6 19.52
1 237 161.8 57.9 22.12
1 64 114.1 23.6 18.13
0 70 116.4 20.7 15.28
1 214 168 121.5 43.05
0 142 161.9 55.1 21.02
1 48 103.9 16 14.82
0 181 172.1 64.6 21.81
1 74 114.6 20.1 15.3
1 211 157.7 49.4 19.86
1 57 106.8 19.7 17.27
0 41 97.1 15.1 16.02
1 214 166.6 88.7 31.96
1 232 153 80 34.17
0 28 92.9 13.6 15.76
1 90 124.9 24.7 15.83
1 168 157.7 52.9 21.27
0 106 122.9 26.1 17.28
0 130 141.8 64.8 32.23
1 46 103 17.3 16.31
0 97 139.1 38.3 19.79
0 141 136.7 32.3 17.28
1 161 162.5 57.4 21.74
0 155 146.3 39.1 18.27
0 126 141.3 34.8 17.43
0 53 111.1 22 17.82
0 168 139.5 31.6 16.24
0 222 182 75.3 22.73
0 132 142.1 35.2 17.43
1 95 123.9 25.7 16.74
1 182 157.4 81.5 32.9
0 170 166.3 87.3 31.57
1 182 162.3 50.6 19.21
1 179 162.7 59.7 22.55
1 119 139.6 49.4 25.35
0 80 129.6 34.8 20.72
1 95 124.5 26.3 16.97
0 37 89.7 12.3 15.29
1 186 163.4 104.9 39.29
1 186 159.9 50.8 19.87
0 223 173 84 28.07
1 56 118.9 22.8 16.13
0 189 172.9 61.2 20.47
0 125 140.9 42.7 21.51
1 69 118.9 24.9 17.61
1 152 150 36.3 16.13
0 136 156.6 45.6 18.59
0 194 168.5 64.4 22.68
0 180 178.1 58.2 18.35
0 170 161.4 54.3 20.84
1 197 160.1 52.4 20.44
1 228 164.4 62.5 23.12
1 136 158.3 69.3 27.65
1 141 161.6 42.9 16.43
0 201 178.8 56.1 17.55
0 203 182.3 103.6 31.17
0 208 189.4 79.7 22.22
1 190 162.3 50.9 19.32
1 227 159.9 68.7 26.87
0 238 178.4 91.7 28.81
1 210 166.4 63.2 22.82
1 74 115.8 21.9 16.33
0 65 116.7 20.8 15.27
0 95 118.5 29.5 21.01
0 224 167.7 80.3 28.55
1 99 124.6 25.4 16.36
0 212 167.6 73.4 26.13
1 198 155.9 59.4 24.44
0 166 176.6 47.9 15.36
0 237 177.8 62.2 19.68
1 84 122.3 31 20.73
1 184 162.4 44 16.68
1 32 90 12.5 15.43
0 226 164.4 55.4 20.5
0 55 116.6 20.9 15.37
0 221 175.2 81.3 26.49
0 160 149.7 54.9 24.5
0 120 139.7 33.7 17.27
1 117 138.7 32.3 16.79
1 185 162 49.6 18.9
1 182 154.7 54.7 22.86
0 194 176.2 69.4 22.35
0 148 153.4 49.7 21.12
1 123 145.9 36.2 17.01
1 228 163.8 90 33.54
0 145 164.2 56.2 20.84
1 161 148.9 39.6 17.86
0 227 198 106.8 27.24
0 30 91.5 14 16.72
1 35 94.1 14.6 16.49
1 200 160.9 56.9 21.98
1 132 147.9 45.2 20.66
1 32 92.4 12.2 14.29
1 119 139.5 38 19.53
1 94 126.1 26.6 16.73
1 60 117.2 20.8 15.14
0 157 155.1 41.9 17.42
1 50 113.2 18.9 14.75
1 66 108.5 18.3 15.55
0 93 128.5 31.9 19.32
1 125 153.5 70.3 29.84
0 179 170.4 67.6 23.28
0 198 176.2 55.5 17.88
0 198 171.6 53.8 18.27
1 138 152.8 39.8 17.05
0 212 172.7 56.9 19.08
1 219 154.1 50.4 21.22
0 97 135.6 34.3 18.65
0 182 174.9 70.6 23.08
1 31 87.3 13.6 17.84
1 35 97.5 14.6 15.36
1 179 153.8 66.7 28.2
1 176 165.9 71.4 25.94
1 208 157.4 74.8 30.19
0 135 147.3 41 18.9
0 25 88.6 14.2 18.09
1 137 173.1 67.9 22.66
1 152 147.4 30.1 13.85
0 37 87.7 11.8 15.34
0 129 160.8 66 25.53
1 216 159.6 57.9 22.73
0 167 156.9 51.1 20.76
0 146 148.9 51.2 23.09
1 237 162 63.5 24.2
1 136 156.9 50.6 20.55
1 169 150.6 54.4 23.99
1 60 113.2 23.7 18.5
0 239 166.2 70.5 25.52
0 229 192.7 65.3 17.59
1 209 174.5 58.2 19.11
0 99 126.7 25.2 15.7
1 30 91.3 13.6 16.32
0 30 90.8 13.2 16.01
0 95 124.5 27.8 17.94
0 213 175.1 57 18.59
0 203 168.5 62.8 22.12
1 149 165.9 89.2 32.41
1 150 153.1 40.3 17.19
0 117 138.5 29.5 15.38
1 204 171.2 61.6 21.02
1 227 177.7 93.5 29.61
0 212 169.5 61.3 21.34
1 195 160 56 21.88
0 64 111.2 20.7 16.74
1 118 142.2 51.8 25.62
0 147 143.8 44 21.28
0 220 165.2 57.6 21.11
1 64 110.4 18.6 15.26
0 151 167.2 46.7 16.7
0 206 182.1 176 53.08
0 120 132.5 26.9 15.32
1 158 158.4 50.3 20.05
0 105 134 32.7 18.21
1 180 155.1 51.1 21.24
1 93 121.2 24.3 16.54
0 146 166 43.3 15.71
1 238 158.9 68.7 27.21
1 231 158.8 64.8 25.7
0 136 148.2 53.6 24.4
0 196 169.8 61.1 21.19
0 234 163.1 63.7 23.95
0 164 156.8 50.4 20.5
1 113 137.6 29 15.32
0 97 134.4 36.1 19.99
0 145 170.6 101.9 35.01
1 110 119.2 21.4 15.06
0 121 141.9 48.5 24.09
0 156 168.7 98 34.43
0 202 158.5 80.6 32.08
0 181 175 61.6 20.11
0 134 149.3 48.3 21.67
1 215 167.3 56.9 20.33
0 160 171.7 66.5 22.56
1 112 150.1 39.3 17.44
0 145 139.9 27.5 14.05
1 164 162.3 93.5 35.5
0 143 156.3 41 16.78
0 202 169.6 98.4 34.21
0 53 105.7 17.4 15.57
1 92 129.8 34.9 20.71
1 198 162.8 55 20.75
1 150 149.4 42.3 18.95
0 40 101.2 16.1 15.72
0 152 168.6 52.7 18.54
1 198 159.8 64.3 25.18
1 120 142 32 15.87
1 71 116.9 19 13.9
0 136 155.2 42 17.44
1 201 159.1 59.5 23.51
0 106 123.4 24.4 16.02
0 51 101.1 15.9 15.56
0 126 146.5 39.7 18.5
1 101 122.3 23.6 15.78
0 224 179.8 83.6 25.86
1 103 135.7 30.7 16.67
1 91 125.7 30.3 19.18
1 97 116.1 18.5 13.72
1 115 127.5 27.5 16.92
1 165 159.1 57.7 22.79
0 182 161 48.8 18.83
0 66 110.8 19.8 16.13
1 216 160.3 67.6 26.31
1 216 160.1 58.1 22.67
1 160 148.5 34.1 15.46
1 162 159.8 49.3 19.31
0 179 178.8 72.2 22.58
0 133 136.5 27.7 14.87
1 160 154.4 55.3 23.2
0 86 122.5 21.5 14.33
0 230 175.4 66.5 21.62
1 203 168.9 53.4 18.72
0 40 95.4 13.5 14.83
0 183 178.5 75.2 23.6
0 27 90.4 11.9 14.56
0 194 175.9 69.1 22.33
0 35 84.1 10.7 15.13
0 102 136.8 32.4 17.31
0 39 98 14.3 14.89
1 176 172.7 55.7 18.68
1 135 138.8 34 17.65
1 208 166.1 103.1 37.37
1 160 166.9 101.4 36.4
1 196 156.2 62.4 25.58
1 164 152.4 54.3 23.38
0 149 160.4 42.9 16.67
1 133 147.6 38.6 17.72
1 180 157.1 57.4 23.26
0 176 169.1 61.5 21.51
1 132 149.1 64 28.79
0 179 164.4 71.2 26.34
1 176 155 49.5 20.6
0 157 152.6 57.4 24.65
0 91 126.6 31.9 19.9
